"review_id","app_id","user_id","app_name","category","app_version","platform","device_model","country","review_date","rating","review_text","sentiment_label","review_length_words","helpful_votes","total_votes","verified_user","subscription_user","in_app_purchase","app_price","app_size_mb","download_count","daily_active_users","monthly_active_users","session_duration_min","crash_count","update_frequency_days","developer_reply","response_time_hours","retention_7d","retention_30d","churn_probability","language","os_version","network_type"
"891","1419","304458","HealthPlus","Social","2.0","iOS","iPhone 14","Canada","2019-02-17 06:14:01.453562260","5","Highly recommend this app. Works perfectly.","positive","6","2","4","0","1","0","12.55","271.83","3727725","7514","53730","102.84","2","127","1","5.35","0.692","0.358","0.724","English","iOS 17","5G"
"895","1884","290846","HealthPlus","Finance","2.0","iOS","iPhone 14","India","2021-10-28 21:04:02.554641008","4","Amazing experience. Exceeded my expectations.","positive","5","3","14","1","0","0","46.96","176.62","36120","298721","302403","104.59","1","70","0","0","0.706","0.08","0.651","English","iOS 16","5G"
"910","1003","985532","HealthPlus","Education","2.5","Android","OnePlus 11","Canada","2024-03-26 03:27:07.303980350","2","Slow performance and poor usability.","negative","5","5","6","1","1","1","40.9","312.84","3294341","7450","50361","118.0","5","52","0","0","0.221","0.207","0.619","French","Android 13","WiFi"
"922","1079","476781","HealthPlus","Gaming","1.0","Android","OnePlus 11","USA","2023-05-24 21:52:42.819632530","3","Fair performance.","neutral","2","5","9","0","0","0","5.72","421.36","1278046","4295","18503","9.14","3","172","0","0","0.23","0.418","0.853","English","Android 13","5G"
"927","1064","560271","HealthPlus","Finance","3.0","iOS","iPhone 14","India","2019-07-27 07:46:58.105762005","2","Slow performance and poor usability.","negative","5","3","9","0","1","0","49.88","305.51","1300872","479161","582698","48.47","3","18","0","0","0.122","0.241","0.151","English","iOS 17","4G"
"945","1513","211304","HealthPlus","Education","1.2","Android","Samsung S23","UK","2020-03-05 09:34:44.331365824","5","Absolutely love this app. Smooth experience and great features.","positive","9","5","11","0","0","1","2.4","450.5","1893130","59805","1503619","7.9","2","75","1","37.98","0.365","0.667","0.417","English","Android 14","5G"
"952","1197","320705","HealthPlus","Health","1.2","iOS","iPhone 14","India","2020-01-26 02:39:35.198440790","3","Fair performance.","neutral","2","5","11","1","0","0","13.54","267.56","1958644","107649","1269865","68.12","3","141","1","28.72","0.73","0.301","0.417","English","iOS 16","4G"
"955","1997","854046","HealthPlus","Gaming","2.0","Android","OnePlus 11","Germany","2020-11-13 03:00:12.426921844","2","App keeps crashing and is full of bugs.","negative","8","9","9","1","0","1","2.13","280.47","1230918","152872","194922","88.28","4","170","0","0","0.87","0.13","0.307","German","Android 13","4G"
"959","1223","307173","HealthPlus","Finance","1.2","iOS","iPhone 14","Canada","2020-09-24 11:00:36.377554417","3","It works fine for basic usage.","neutral","6","5","8","0","1","1","1.62","404.61","1742751","308643","1374765","67.47","4","37","1","4.24","0.391","0.773","0.101","English","iOS 16","WiFi"
"960","1027","871175","HealthPlus","Social","1.0","Android","Samsung S23","Germany","2021-01-20 02:22:16.371612072","2","Slow performance and poor usability.","negative","5","5","16","1","1","0","45.48","323.9","1707555","313993","1886761","108.62","1","112","0","0","0.164","0.191","0.829","German","Android 14","5G"
"961","1601","154734","HealthPlus","Health","1.0","Android","OnePlus 11","Canada","2020-03-24 02:31:44.335919142","2","Very disappointing experience. Needs improvement.","negative","5","1","6","0","0","0","20.64","345.13","4673767","67261","1270440","37.71","6","41","1","38.36","0.41","0.156","0.338","English","Android 13","5G"
"969","1817","196377","HealthPlus","Health","2.0","Android","Pixel 8","Germany","2019-09-26 22:18:26.509450435","2","Very disappointing experience. Needs improvement.","negative","5","7","11","1","1","0","15.65","102.81","1054539","334534","1407427","94.78","1","92","0","0","0.366","0.407","0.578","German","Android 14","5G"
"975","1807","296529","HealthPlus","Education","2.0","Android","Pixel 8","Canada","2020-08-15 23:36:38.733569145","1","Very disappointing experience. Needs improvement.","negative","5","3","6","1","1","0","27.21","420.28","3470531","88457","955913","98.46","1","16","1","14.12","0.496","0.58","0.561","French","Android 14","5G"
"976","1495","952975","HealthPlus","Health","2.0","Android","OnePlus 11","India","2022-10-03 05:04:16.391892910","4","Amazing experience. Exceeded my expectations.","positive","5","9","11","1","1","1","18.26","145.32","4637513","396004","909209","55.93","2","45","1","41.96","0.425","0.661","0.467","English","Android 14","WiFi"
"984","1603","633580","HealthPlus","Social","1.2","Android","OnePlus 11","Germany","2021-06-07 18:31:24.117088079","3","It works fine for basic usage.","neutral","6","5","14","0","1","0","39.48","44.11","2238852","299185","1504531","40.75","4","130","0","0","0.416","0.239","0.407","German","Android 14","WiFi"
"989","1721","399680","HealthPlus","Education","3.0","Android","Samsung S23","USA","2023-06-21 19:23:48.512989759","4","Absolutely love this app. Smooth experience and great features.","positive","9","7","11","0","0","0","48.77","148.39","367674","160236","358707","72.29","6","123","0","0","0.42","0.307","0.749","English","Android 14","4G"
"995","1210","889144","HealthPlus","Finance","1.0","Android","Pixel 8","Germany","2024-03-04 16:20:24.759172201","3","Average app. Nothing special.","neutral","4","6","12","0","1","0","24.83","492.25","1517384","112786","321594","74.12","3","170","0","0","0.402","0.306","0.803","German","Android 14","4G"
"998","1766","938417","HealthPlus","Gaming","2.0","Android","OnePlus 11","India","2021-10-31 11:45:57.829799652","3","Decent features but needs improvement.","neutral","5","4","11","1","0","0","5.1","149.88","3026401","394847","1285061","1.66","2","162","0","0","0.611","0.34","0.416","English","Android 14","4G"
"1001","1176","941806","HealthPlus","Gaming","1.0","Android","Pixel 8","Germany","2024-03-05 00:59:12.942188263","4","Fantastic performance. Very intuitive and useful.","positive","6","5","12","1","0","1","43.32","37.06","68488","235885","398057","101.18","1","153","0","0","0.838","0.788","0.691","German","Android 14","WiFi"
"1005","1345","456706","HealthPlus","Finance","1.0","Android","OnePlus 11","India","2022-12-22 00:01:30.522321939","5","Highly recommend this app. Works perfectly.","positive","6","6","4","1","0","0","44.94","202.5","1785431","85972","256314","10.9","2","31","0","0","0.435","0.513","0.544","English","Android 13","5G"
"1012","1398","461915","HealthPlus","Gaming","1.0","Android","OnePlus 11","Canada","2023-09-17 23:30:07.857464075","4","Highly recommend this app. Works perfectly.","positive","6","6","10","1","0","1","22.42","248.8","576082","211505","291144","117.34","1","87","1","11.63","0.781","0.65","0.585","French","Android 14","4G"
"1026","1519","744477","HealthPlus","Health","2.5","Android","Pixel 8","India","2021-12-18 21:52:16.043274403","4","Absolutely love this app. Smooth experience and great features.","positive","9","3","9","0","0","0","29.81","406.69","1436019","37700","1724222","72.54","0","75","1","35.4","0.71","0.223","0.283","English","Android 14","5G"
"1034","1565","815083","HealthPlus","Gaming","2.5","iOS","iPhone 14","USA","2021-06-03 19:07:53.585370779","1","Very disappointing experience. Needs improvement.","negative","5","7","8","0","0","0","4.29","207.91","1074056","408909","556857","90.8","3","45","1","59.63","0.674","0.122","0.836","English","iOS 16","WiFi"
"1037","1060","455233","HealthPlus","Gaming","1.0","Android","Samsung S23","Germany","2024-01-16 06:25:57.047796249","1","Waste of time. Doesn't work properly.","negative","6","4","15","1","0","0","24.45","397.6","73524","239766","339552","34.77","2","160","1","54.0","0.842","0.178","0.871","German","Android 13","4G"
"1043","1743","166004","HealthPlus","Finance","3.0","Android","OnePlus 11","USA","2023-06-16 23:58:14.045866489","5","Highly recommend this app. Works perfectly.","positive","6","3","8","0","0","0","8.13","241.06","1108245","411447","1385193","30.49","2","160","1","64.52","0.694","0.254","0.074","English","Android 13","WiFi"
"1045","1456","721730","HealthPlus","Finance","1.0","Android","OnePlus 11","Germany","2020-04-16 05:14:46.579329729","3","Fair performance.","neutral","2","5","7","1","1","1","11.85","480.4","592886","266478","1285518","90.26","1","35","1","65.44","0.289","0.706","0.189","German","Android 13","WiFi"
"1060","1969","343806","HealthPlus","Social","3.0","Android","Samsung S23","India","2019-12-23 06:07:42.060380697","1","Slow performance and poor usability.","negative","5","5","7","0","1","1","39.35","339.08","1608984","322188","1910148","79.81","0","25","0","0","0.135","0.381","0.719","English","Android 14","4G"
"1065","1677","829981","HealthPlus","Finance","1.0","iOS","iPhone 14","Germany","2024-09-27 00:35:09.425684690","4","Great design and very helpful for daily tasks.","positive","8","6","20","0","1","0","24.02","414.39","1589606","93589","1592145","60.54","1","177","1","6.37","0.75","0.652","0.737","German","iOS 17","4G"
"1072","1483","377085","HealthPlus","Social","1.2","Android","OnePlus 11","Canada","2023-09-24 22:47:01.752384663","1","Slow performance and poor usability.","negative","5","8","11","1","0","1","40.08","53.07","2290681","243811","1243390","89.96","4","163","1","16.87","0.154","0.475","0.379","English","Android 13","WiFi"
"1078","1290","561798","HealthPlus","Finance","1.0","Android","OnePlus 11","India","2022-12-29 23:35:40.971353054","5","Absolutely love this app. Smooth experience and great features.","positive","9","3","9","0","1","0","13.79","28.56","211849","106441","192716","59.7","2","150","0","0","0.203","0.404","0.266","English","Android 14","5G"
"1081","1523","389005","HealthPlus","Health","2.0","iOS","iPhone 14","India","2019-02-08 08:32:17.251060486","1","Slow performance and poor usability.","negative","5","8","8","0","0","0","35.97","321.4","923970","368093","467858","3.43","2","120","1","59.51","0.343","0.212","0.336","English","iOS 16","5G"
"1083","1012","662347","HealthPlus","Education","2.5","Android","Pixel 8","Germany","2019-11-16 10:10:46.204781055","2","Not satisfied. Too many issues.","negative","5","3","10","0","1","0","1.41","28.33","1836773","140116","388319","116.05","2","171","0","0","0.15","0.254","0.598","German","Android 14","4G"
"1084","1884","906017","HealthPlus","Finance","3.0","Android","Pixel 8","USA","2023-12-25 14:06:46.505064964","5","Great design and very helpful for daily tasks.","positive","8","4","9","1","1","1","34.09","341.12","1156740","461396","809113","110.81","2","86","0","0","0.667","0.634","0.535","English","Android 14","4G"
"1087","1743","852312","HealthPlus","Finance","2.0","Android","Pixel 8","Canada","2023-08-31 00:58:25.313946247","5","Great design and very helpful for daily tasks.","positive","8","7","4","1","0","0","24.99","190.53","1489389","177733","1100391","114.7","1","175","0","0","0.771","0.346","0.757","French","Android 14","5G"
"1090","1103","832553","HealthPlus","Social","3.0","Android","Pixel 8","Canada","2020-01-23 09:33:46.314205885","5","Absolutely love this app. Smooth experience and great features.","positive","9","7","16","0","1","1","17.46","202.18","2361071","144799","473455","58.48","1","35","1","34.72","0.472","0.088","0.127","French","Android 13","4G"
"1094","1423","820285","HealthPlus","Social","1.2","Android","Pixel 8","Canada","2021-06-18 17:35:46.986989975","4","Great design and very helpful for daily tasks.","positive","8","3","7","1","0","0","2.1","84.33","210059","146100","1679917","19.86","3","22","0","0","0.777","0.306","0.163","French","Android 13","4G"
"1095","1760","799343","HealthPlus","Finance","1.0","Android","OnePlus 11","USA","2023-12-23 18:44:43.060573578","1","Very disappointing experience. Needs improvement.","negative","5","4","11","0","0","0","32.39","435.91","3474213","319524","813645","59.33","1","72","1","35.76","0.653","0.065","0.819","English","Android 14","5G"
"1106","1356","864718","HealthPlus","Education","3.0","iOS","iPhone 14","Canada","2019-08-09 19:13:51.735969782","3","Fair performance.","neutral","2","4","9","1","1","0","41.56","62.67","666552","212157","1962384","53.79","0","94","0","0","0.269","0.634","0.413","French","iOS 16","5G"
"1113","1397","184270","HealthPlus","Finance","1.0","Android","Pixel 8","India","2020-04-08 12:36:31.197766304","4","Absolutely love this app. Smooth experience and great features.","positive","9","8","11","0","1","0","13.73","57.08","134259","348660","1786689","2.33","1","174","0","0","0.245","0.128","0.159","English","Android 14","5G"
"1114","1050","832129","HealthPlus","Health","1.2","Android","Pixel 8","India","2019-10-04 06:24:55.159344912","4","Great design and very helpful for daily tasks.","positive","8","5","20","1","0","0","21.83","302.52","4649425","279896","979860","44.36","8","76","0","0","0.511","0.742","0.336","English","Android 13","WiFi"
"1117","1957","977739","HealthPlus","Health","3.0","Android","OnePlus 11","India","2022-12-15 12:57:12.665259600","3","Decent features but needs improvement.","neutral","5","1","11","0","1","1","6.71","254.75","4790086","36449","1700769","18.23","0","151","1","61.56","0.678","0.265","0.434","English","Android 13","5G"
"1119","1200","441061","HealthPlus","Social","3.0","Android","OnePlus 11","Canada","2023-05-23 18:04:13.890636444","3","Decent features but needs improvement.","neutral","5","6","9","0","1","1","10.67","275.22","309044","363576","549016","86.58","1","26","1","67.37","0.684","0.207","0.394","English","Android 14","WiFi"
"1134","1897","155470","HealthPlus","Social","2.0","Android","OnePlus 11","UK","2022-08-30 12:32:44.251141787","4","Great design and very helpful for daily tasks.","positive","8","2","10","1","0","0","23.7","423.48","2088165","245233","1522708","105.68","3","49","1","64.97","0.184","0.646","0.854","English","Android 13","5G"
"1139","1927","517402","HealthPlus","Health","3.0","iOS","iPhone 14","UK","2024-06-21 10:51:20.279350042","2","Not satisfied. Too many issues.","negative","5","9","10","1","0","0","34.41","286.51","1898971","370145","1196301","67.35","3","81","0","0","0.362","0.094","0.558","English","iOS 16","4G"
"1150","1116","988396","HealthPlus","Social","1.0","Android","Samsung S23","USA","2023-10-30 13:36:29.202378273","5","Great design and very helpful for daily tasks.","positive","8","2","10","0","0","0","5.01","379.15","267131","416304","989444","32.03","1","36","1","16.01","0.214","0.604","0.771","English","Android 13","WiFi"
"1151","1541","586505","HealthPlus","Health","2.5","iOS","iPhone 14","Canada","2021-12-25 08:40:15.369168758","5","Highly recommend this app. Works perfectly.","positive","6","5","21","1","0","1","20.78","445.32","1535597","23089","114506","72.35","1","162","0","0","0.181","0.342","0.828","English","iOS 17","4G"
"1156","1404","287556","HealthPlus","Gaming","2.0","Android","OnePlus 11","Germany","2019-06-02 02:24:28.119855404","2","Very disappointing experience. Needs improvement.","negative","5","6","11","1","1","1","31.5","58.49","966876","331611","1671213","97.84","3","158","1","61.01","0.359","0.47","0.63","German","Android 14","4G"
"1164","1621","611671","HealthPlus","Education","1.0","Android","OnePlus 11","India","2022-11-11 21:34:53.212933779","5","Highly recommend this app. Works perfectly.","positive","6","7","15","0","1","1","46.76","16.64","1056072","367548","646400","14.72","2","22","0","0","0.665","0.683","0.214","English","Android 14","WiFi"
"1176","1220","877188","HealthPlus","Health","2.0","Android","Pixel 8","India","2024-09-29 00:14:47.433787584","1","Waste of time. Doesn't work properly.","negative","6","5","11","1","1","1","4.31","439.39","1613736","63678","181522","15.25","0","88","0","0","0.573","0.378","0.676","English","Android 14","WiFi"
"1187","1411","742271","HealthPlus","Gaming","3.0","iOS","iPhone 14","Canada","2024-02-15 17:57:44.313523531","3","Decent features but needs improvement.","neutral","5","6","13","1","1","1","46.28","436.01","1252695","334533","879620","80.21","3","85","0","0","0.695","0.792","0.824","English","iOS 17","WiFi"
"1194","1786","942456","HealthPlus","Social","2.5","Android","Pixel 8","UK","2019-01-22 11:31:04.153794527","5","Amazing experience. Exceeded my expectations.","positive","5","6","9","1","1","1","49.89","138.36","309714","111567","990645","95.17","2","142","0","0","0.734","0.753","0.747","English","Android 14","5G"
"1208","1979","841556","HealthPlus","Gaming","1.0","Android","Samsung S23","USA","2020-10-29 08:33:17.564822197","2","App keeps crashing and is full of bugs.","negative","8","12","12","0","0","1","18.96","83.0","128676","371930","821319","99.05","2","34","0","0","0.621","0.423","0.439","English","Android 13","5G"
"1210","1115","344031","HealthPlus","Finance","3.0","Android","OnePlus 11","USA","2020-08-23 09:22:56.496810913","3","Okay experience overall.","neutral","3","4","9","1","0","0","29.02","258.34","175963","228259","794225","16.78","0","22","1","20.92","0.802","0.554","0.087","English","Android 13","5G"
"1211","1087","874417","HealthPlus","Education","1.2","iOS","iPhone 14","Canada","2020-03-26 02:25:18.476487875","3","Okay experience overall.","neutral","3","3","10","1","0","0","43.45","446.12","1821230","6553","1961049","13.55","2","147","1","34.35","0.287","0.078","0.268","English","iOS 16","WiFi"
"1224","1143","884395","HealthPlus","Education","1.2","iOS","iPhone 14","Germany","2019-09-26 19:26:22.195101500","5","Absolutely love this app. Smooth experience and great features.","positive","9","8","8","1","0","0","0.2","221.17","237477","241353","1960646","60.77","1","101","0","0","0.88","0.625","0.193","German","iOS 16","WiFi"
"1226","1556","834186","HealthPlus","Gaming","1.2","iOS","iPhone 14","UK","2023-05-23 23:18:53.241565228","5","Amazing experience. Exceeded my expectations.","positive","5","5","7","0","1","1","10.58","263.4","4600213","84288","145199","34.05","4","152","0","0","0.365","0.587","0.407","English","iOS 16","5G"
"1227","1056","614248","HealthPlus","Health","1.0","Android","OnePlus 11","UK","2023-09-05 10:37:48.808472157","2","App keeps crashing and is full of bugs.","negative","8","5","9","0","1","1","0.92","474.08","499377","374090","1077489","88.0","1","97","1","25.38","0.402","0.455","0.35","English","Android 13","WiFi"
"1228","1733","608458","HealthPlus","Education","1.0","Android","Pixel 8","India","2019-05-09 11:38:45.167585850","3","It works fine for basic usage.","neutral","6","3","9","0","1","1","15.46","186.56","651216","490819","1483766","27.43","3","170","1","71.69","0.839","0.661","0.349","English","Android 14","5G"
"1234","1032","348322","HealthPlus","Gaming","2.5","Android","OnePlus 11","Germany","2024-12-28 05:17:57.523806334","5","Fantastic performance. Very intuitive and useful.","positive","6","10","5","1","0","1","18.03","137.44","2768728","43534","184456","29.31","0","22","1","8.75","0.728","0.724","0.765","German","Android 13","5G"
"1243","1811","528797","HealthPlus","Education","1.0","Android","Samsung S23","UK","2019-09-21 15:39:30.565799713","2","App keeps crashing and is full of bugs.","negative","8","5","11","1","0","0","49.51","275.69","3666830","115741","1364248","114.0","2","158","0","0","0.245","0.32","0.66","English","Android 14","WiFi"
"1244","1294","694113","HealthPlus","Gaming","1.0","iOS","iPhone 14","Germany","2021-09-02 10:32:48.776818752","4","Amazing experience. Exceeded my expectations.","positive","5","2","5","1","1","1","25.82","101.02","4331868","110969","307296","12.89","3","72","1","53.57","0.472","0.455","0.173","German","iOS 16","5G"
"1253","1428","467552","HealthPlus","Gaming","1.0","iOS","iPhone 14","Canada","2020-12-22 15:33:29.152068853","1","App keeps crashing and is full of bugs.","negative","8","4","9","0","1","1","24.66","227.81","557866","129661","463217","6.9","3","110","0","0","0.549","0.186","0.54","English","iOS 17","WiFi"
"1254","1141","619023","HealthPlus","Gaming","2.5","Android","Pixel 8","USA","2021-11-21 11:27:27.247396946","2","Waste of time. Doesn't work properly.","negative","6","7","8","0","1","0","16.94","319.98","416595","68866","1706039","108.6","2","111","1","7.63","0.192","0.469","0.042","English","Android 13","WiFi"
"1256","1284","130112","HealthPlus","Gaming","2.0","Android","Pixel 8","UK","2023-03-28 18:36:36.495509624","3","It works fine for basic usage.","neutral","6","7","15","0","1","0","1.17","173.87","410811","83580","1524825","12.53","1","119","1","6.53","0.541","0.086","0.608","English","Android 14","WiFi"
"1263","1374","768119","HealthPlus","Health","2.5","iOS","iPhone 14","USA","2022-08-22 12:30:49.989337444","2","Slow performance and poor usability.","negative","5","3","10","0","0","0","30.19","411.87","3992496","281319","1735714","22.48","1","71","0","0","0.889","0.558","0.607","English","iOS 16","5G"
"1280","1053","680164","HealthPlus","Gaming","2.0","Android","Samsung S23","USA","2021-01-30 02:10:31.169337749","2","Very disappointing experience. Needs improvement.","negative","5","5","7","0","0","0","35.48","90.4","3420373","164510","1717487","21.61","4","143","0","0","0.282","0.184","0.186","English","Android 13","4G"
"1281","1206","543378","HealthPlus","Education","1.0","Android","OnePlus 11","Germany","2022-08-11 08:51:08.528745651","3","Decent features but needs improvement.","neutral","5","6","12","1","1","0","29.08","342.84","1834570","433165","820148","3.36","1","21","0","0","0.428","0.602","0.749","German","Android 14","4G"
"1288","1663","464546","HealthPlus","Health","2.5","Android","Pixel 8","India","2019-06-15 21:54:03.559858322","3","Fair performance.","neutral","2","2","11","0","1","1","34.73","365.78","3969014","235388","578321","105.6","2","59","1","30.4","0.772","0.538","0.531","English","Android 13","5G"
"1290","1837","423753","HealthPlus","Finance","2.5","Android","Pixel 8","India","2019-01-10 01:17:08.854961395","4","Great design and very helpful for daily tasks.","positive","8","3","9","0","1","0","34.88","283.16","2303369","405475","1951959","93.7","3","127","1","63.67","0.284","0.714","0.794","English","Android 14","5G"
"1294","1239","763840","HealthPlus","Finance","1.2","Android","OnePlus 11","India","2024-09-30 19:42:58.628365755","2","Very disappointing experience. Needs improvement.","negative","5","3","10","0","0","0","37.56","471.13","1972952","119342","636807","59.11","0","81","1","17.85","0.561","0.392","0.767","English","Android 13","WiFi"
"1296","1051","714491","HealthPlus","Gaming","1.0","Android","OnePlus 11","Germany","2024-06-21 10:38:36.663697958","1","Not satisfied. Too many issues.","negative","5","6","8","1","0","1","18.42","258.25","3246055","4984","1929489","31.54","4","96","0","0","0.28","0.337","0.018","German","Android 13","4G"
"1297","1279","958473","HealthPlus","Health","1.2","Android","Samsung S23","Canada","2022-04-03 19:11:44.516636848","3","Fair performance.","neutral","2","7","18","0","1","1","28.04","298.22","4974890","67350","443224","88.34","2","29","1","29.02","0.25","0.576","0.032","English","Android 14","WiFi"
"1299","1064","259370","HealthPlus","Gaming","1.2","iOS","iPhone 14","UK","2020-01-13 13:11:31.994473934","3","Average app. Nothing special.","neutral","4","6","9","1","0","1","43.17","232.54","2372642","80154","1931267","25.85","4","43","1","38.0","0.358","0.624","0.467","English","iOS 17","WiFi"
"1315","1426","263782","HealthPlus","Social","2.0","Android","Samsung S23","India","2019-07-04 23:02:44.519581317","2","Waste of time. Doesn't work properly.","negative","6","5","8","0","0","0","32.07","138.6","3528977","13979","41989","68.83","3","30","1","63.64","0.294","0.61","0.873","English","Android 14","4G"
"1316","1093","905973","HealthPlus","Gaming","1.2","iOS","iPhone 14","UK","2019-05-25 00:05:32.538188934","5","Absolutely love this app. Smooth experience and great features.","positive","9","5","12","0","1","1","28.34","230.54","2146419","390588","1192996","44.09","1","81","1","29.34","0.586","0.527","0.477","English","iOS 16","4G"
"1324","1813","521197","HealthPlus","Gaming","3.0","Android","Pixel 8","Germany","2021-04-19 16:09:58.811122894","1","Waste of time. Doesn't work properly.","negative","6","8","6","0","0","0","36.24","33.41","1711382","367974","1259002","103.92","3","154","1","46.7","0.409","0.349","0.147","German","Android 14","5G"
"1325","1786","325391","HealthPlus","Gaming","3.0","Android","OnePlus 11","UK","2024-05-28 18:51:43.520117283","1","Slow performance and poor usability.","negative","5","4","10","1","0","0","5.76","148.11","21070","335634","1158511","45.11","3","87","1","28.05","0.797","0.351","0.153","English","Android 14","WiFi"
"1333","1329","404601","HealthPlus","Finance","2.0","iOS","iPhone 14","Germany","2022-01-18 05:10:49.376662731","3","Okay experience overall.","neutral","3","1","13","1","0","1","36.63","206.47","478108","196367","509738","57.75","2","82","0","0","0.87","0.583","0.071","German","iOS 17","4G"
"1337","1065","324549","HealthPlus","Health","3.0","Android","Pixel 8","India","2024-01-27 16:59:03.369123697","1","Waste of time. Doesn't work properly.","negative","6","1","10","1","1","0","48.99","482.69","1725024","16800","103982","77.49","3","109","0","0","0.28","0.617","0.527","English","Android 13","5G"
"1339","1601","368606","HealthPlus","Social","1.2","Android","Pixel 8","UK","2022-09-05 09:29:45.942978382","4","Absolutely love this app. Smooth experience and great features.","positive","9","4","11","0","0","1","21.98","478.79","1998865","143144","1342070","73.21","1","165","1","56.81","0.564","0.594","0.204","English","Android 13","WiFi"
"1358","1770","975199","HealthPlus","Education","1.0","Android","Pixel 8","USA","2021-02-18 10:23:45.927370787","2","Not satisfied. Too many issues.","negative","5","6","7","0","0","1","36.58","270.7","4234294","66300","435365","53.14","1","121","1","48.51","0.233","0.525","0.74","English","Android 14","WiFi"
"1360","1957","235645","HealthPlus","Finance","2.0","Android","OnePlus 11","Germany","2024-03-10 16:06:05.256700516","5","Great design and very helpful for daily tasks.","positive","8","1","7","0","1","0","45.82","191.81","322553","459677","697162","114.35","4","103","1","22.78","0.584","0.707","0.747","German","Android 13","5G"
"1361","1142","944274","HealthPlus","Finance","2.5","Android","Samsung S23","Germany","2023-05-21 18:11:30.892622232","1","Not satisfied. Too many issues.","negative","5","1","8","1","0","0","43.34","474.47","4399583","220259","798399","106.71","0","108","0","0","0.588","0.415","0.543","German","Android 14","5G"
"1363","1645","877528","HealthPlus","Health","3.0","iOS","iPhone 14","India","2023-05-15 13:04:10.218380690","1","Waste of time. Doesn't work properly.","negative","6","4","9","0","1","1","45.29","460.44","4827843","452015","510410","69.54","3","118","0","0","0.131","0.527","0.33","English","iOS 17","WiFi"
"1365","1211","121018","HealthPlus","Finance","2.5","Android","Pixel 8","Germany","2020-07-17 17:56:38.963293314","1","App keeps crashing and is full of bugs.","negative","8","9","9","1","0","0","34.29","135.18","670707","357176","957634","8.55","4","59","1","62.89","0.194","0.609","0.446","German","Android 14","WiFi"
"1369","1055","313730","HealthPlus","Health","1.2","Android","Samsung S23","India","2021-09-02 00:10:03.719015837","3","Okay experience overall.","neutral","3","3","13","0","0","0","49.64","238.0","3149566","244074","1007153","57.76","4","66","1","25.56","0.201","0.408","0.675","English","Android 14","4G"
"1380","1657","648199","HealthPlus","Gaming","1.0","Android","OnePlus 11","India","2022-02-02 15:06:46.892249346","1","Waste of time. Doesn't work properly.","negative","6","6","12","1","0","1","26.16","319.99","974657","78580","288562","42.72","1","135","1","68.47","0.87","0.454","0.86","English","Android 14","5G"
"1385","1479","454277","HealthPlus","Education","2.5","Android","OnePlus 11","UK","2021-04-11 22:13:12.354451418","4","Fantastic performance. Very intuitive and useful.","positive","6","3","9","1","0","0","29.3","269.43","2788190","266642","919643","35.83","0","162","0","0","0.239","0.611","0.363","English","Android 13","5G"
"1404","1486","957694","HealthPlus","Health","2.0","iOS","iPhone 14","UK","2019-10-12 04:48:20.572984457","2","Slow performance and poor usability.","negative","5","4","13","1","1","0","0.35","314.14","1460550","378806","1473264","14.38","1","8","1","61.23","0.56","0.463","0.704","English","iOS 17","4G"
"1407","1084","257910","HealthPlus","Education","2.0","Android","Pixel 8","India","2020-06-04 00:41:04.987215757","5","Great design and very helpful for daily tasks.","positive","8","11","16","1","1","0","4.79","111.87","3671042","329570","794133","66.94","1","48","1","29.37","0.741","0.41","0.817","English","Android 13","4G"
"1424","1204","595429","HealthPlus","Finance","2.5","Android","OnePlus 11","Canada","2024-12-06 20:32:54.116116524","2","Not satisfied. Too many issues.","negative","5","1","4","1","0","1","0.12","261.83","4616237","40006","881697","51.38","4","101","1","27.07","0.34","0.553","0.356","French","Android 14","4G"
"1432","1190","880331","HealthPlus","Education","3.0","Android","Samsung S23","India","2023-08-02 21:21:45.122434616","5","Amazing experience. Exceeded my expectations.","positive","5","5","5","1","0","1","46.14","211.76","4257326","22881","262341","100.59","3","23","1","45.95","0.834","0.767","0.166","English","Android 13","5G"
"1433","1652","918445","HealthPlus","Finance","1.2","Android","Pixel 8","Canada","2020-03-13 14:35:10.626807213","5","Great design and very helpful for daily tasks.","positive","8","4","8","0","1","0","43.59","321.48","708056","227891","742428","3.6","3","57","1","12.2","0.398","0.161","0.416","English","Android 14","5G"
"1438","1534","901859","HealthPlus","Health","1.2","iOS","iPhone 14","USA","2021-03-05 22:02:28.166970730","4","Highly recommend this app. Works perfectly.","positive","6","3","4","1","0","0","31.11","368.55","1925248","47364","1245171","53.25","4","50","0","0","0.163","0.372","0.745","English","iOS 17","WiFi"
"1449","1734","359732","HealthPlus","Social","1.2","Android","OnePlus 11","Germany","2022-09-14 07:40:54.169214249","5","Absolutely love this app. Smooth experience and great features.","positive","9","5","8","1","1","0","11.37","165.92","2724728","460945","524625","77.29","0","114","1","12.71","0.819","0.494","0.276","German","Android 14","WiFi"
"1450","1469","367886","HealthPlus","Social","3.0","Android","Samsung S23","UK","2024-12-05 11:44:46.545914173","5","Amazing experience. Exceeded my expectations.","positive","5","2","8","1","0","0","14.5","148.75","4306148","51424","627048","96.45","2","61","1","2.53","0.231","0.571","0.335","English","Android 14","WiFi"
